1.000000000000000000e+00
1.268961003167922152e+00
1.610262027560939391e+00
2.043359717856942037e+00
2.592943797404667183e+00
3.290344562312668586e+00
4.175318936560401539e+00
5.298316906283708327e+00
6.723357536499336540e+00
8.531678524172807698e+00
1.082636733874054613e+01
1.373823795883263088e+01
1.743328822199988082e+01
2.212216291070449259e+01
2.807216203941177213e+01
3.562247890262442240e+01
4.520353656360242667e+01
5.736152510448678754e+01
7.278953843983150307e+01
9.236708571873860762e+01
1.172102297533480595e+02
1.487352107293511665e+02
1.887391822135097641e+02
2.395026619987486072e+02
3.039195382313197911e+02
3.856620421163472088e+02
4.893900918477493747e+02
6.210169418915616006e+02
7.880462815669911834e+02
1.000000000000000000e+03
